code,kind,term,parent_id,modifier_4,modifier_5
M4139,category,Thoracogenic scoliosis,M41,,Site unspecified
M4140,category,Neuromuscular scoliosis,M41,,Multiple sites in spine
M4141,category,Neuromuscular scoliosis,M41,,Occipito-atlanto-axial region
M4142,category,Neuromuscular scoliosis,M41,,Cervical region
M4143,category,Neuromuscular scoliosis,M41,,Cervicothoracic region
M4144,category,Neuromuscular scoliosis,M41,,Thoracic region
M4145,category,Neuromuscular scoliosis,M41,,Thoracolumbar region
M4146,category,Neuromuscular scoliosis,M41,,Lumbar region
M4147,category,Neuromuscular scoliosis,M41,,Lumbosacral region
M4148,category,Neuromuscular scoliosis,M41,,Sacral and sacrococcygeal region
M4149,category,Neuromuscular scoliosis,M41,,Site unspecified
M4150,category,Other secondary scoliosis,M41,,Multiple sites in spine
M4151,category,Other secondary scoliosis,M41,,Occipito-atlanto-axial region
M4152,category,Other secondary scoliosis,M41,,Cervical region
M4153,category,Other secondary scoliosis,M41,,Cervicothoracic region
M4154,category,Other secondary scoliosis,M41,,Thoracic region
M4155,category,Other secondary scoliosis,M41,,Thoracolumbar region
M4156,category,Other secondary scoliosis,M41,,Lumbar region
M4157,category,Other secondary scoliosis,M41,,Lumbosacral region
M4158,category,Other secondary scoliosis,M41,,Sacral and sacrococcygeal region
M4159,category,Other secondary scoliosis,M41,,Site unspecified
M4180,category,Other forms of scoliosis,M41,,Multiple sites in spine
M4181,category,Other forms of scoliosis,M41,,Occipito-atlanto-axial region
M4182,category,Other forms of scoliosis,M41,,Cervical region
M4183,category,Other forms of scoliosis,M41,,Cervicothoracic region
M4184,category,Other forms of scoliosis,M41,,Thoracic region
M4185,category,Other forms of scoliosis,M41,,Thoracolumbar region
M4186,category,Other forms of scoliosis,M41,,Lumbar region
M4187,category,Other forms of scoliosis,M41,,Lumbosacral region
M4188,category,Other forms of scoliosis,M41,,Sacral and sacrococcygeal region
M4189,category,Other forms of scoliosis,M41,,Site unspecified
M4190,category,"Scoliosis, unspecified",M41,,Multiple sites in spine
M4191,category,"Scoliosis, unspecified",M41,,Occipito-atlanto-axial region
M4192,category,"Scoliosis, unspecified",M41,,Cervical region
M4193,category,"Scoliosis, unspecified",M41,,Cervicothoracic region
M4194,category,"Scoliosis, unspecified",M41,,Thoracic region
M4195,category,"Scoliosis, unspecified",M41,,Thoracolumbar region
M4196,category,"Scoliosis, unspecified",M41,,Lumbar region
M4197,category,"Scoliosis, unspecified",M41,,Lumbosacral region
M4198,category,"Scoliosis, unspecified",M41,,Sacral and sacrococcygeal region
M4199,category,"Scoliosis, unspecified",M41,,Site unspecified
M4200,category,Juvenile osteochondrosis of spine,M42,,Multiple sites in spine
M4201,category,Juvenile osteochondrosis of spine,M42,,Occipito-atlanto-axial region
M4202,category,Juvenile osteochondrosis of spine,M42,,Cervical region
M4203,category,Juvenile osteochondrosis of spine,M42,,Cervicothoracic region
M4204,category,Juvenile osteochondrosis of spine,M42,,Thoracic region
M4205,category,Juvenile osteochondrosis of spine,M42,,Thoracolumbar region
M4206,category,Juvenile osteochondrosis of spine,M42,,Lumbar region
M4207,category,Juvenile osteochondrosis of spine,M42,,Lumbosacral region
M4208,category,Juvenile osteochondrosis of spine,M42,,Sacral and sacrococcygeal region
M4209,category,Juvenile osteochondrosis of spine,M42,,Site unspecified
M4210,category,Adult osteochondrosis of spine,M42,,Multiple sites in spine
M4211,category,Adult osteochondrosis of spine,M42,,Occipito-atlanto-axial region
M4212,category,Adult osteochondrosis of spine,M42,,Cervical region
M4213,category,Adult osteochondrosis of spine,M42,,Cervicothoracic region
M4214,category,Adult osteochondrosis of spine,M42,,Thoracic region
M4215,category,Adult osteochondrosis of spine,M42,,Thoracolumbar region
M4216,category,Adult osteochondrosis of spine,M42,,Lumbar region
M4217,category,Adult osteochondrosis of spine,M42,,Lumbosacral region
M4218,category,Adult osteochondrosis of spine,M42,,Sacral and sacrococcygeal region
M4219,category,Adult osteochondrosis of spine,M42,,Site unspecified
M4290,category,"Spinal osteochondrosis, unspecified",M42,,Multiple sites in spine
M4291,category,"Spinal osteochondrosis, unspecified",M42,,Occipito-atlanto-axial region
M4292,category,"Spinal osteochondrosis, unspecified",M42,,Cervical region
M4293,category,"Spinal osteochondrosis, unspecified",M42,,Cervicothoracic region
M4294,category,"Spinal osteochondrosis, unspecified",M42,,Thoracic region
M4295,category,"Spinal osteochondrosis, unspecified",M42,,Thoracolumbar region
M4296,category,"Spinal osteochondrosis, unspecified",M42,,Lumbar region
M4297,category,"Spinal osteochondrosis, unspecified",M42,,Lumbosacral region
M4298,category,"Spinal osteochondrosis, unspecified",M42,,Sacral and sacrococcygeal region
M4299,category,"Spinal osteochondrosis, unspecified",M42,,Site unspecified
M4300,category,Spondylolysis,M43,,Multiple sites in spine
M4301,category,Spondylolysis,M43,,Occipito-atlanto-axial region
M4302,category,Spondylolysis,M43,,Cervical region
M4303,category,Spondylolysis,M43,,Cervicothoracic region
M4304,category,Spondylolysis,M43,,Thoracic region
M4305,category,Spondylolysis,M43,,Thoracolumbar region
M4306,category,Spondylolysis,M43,,Lumbar region
M4307,category,Spondylolysis,M43,,Lumbosacral region
M4308,category,Spondylolysis,M43,,Sacral and sacrococcygeal region
M4309,category,Spondylolysis,M43,,Site unspecified
M4310,category,Spondylolisthesis,M43,,Multiple sites in spine
M4311,category,Spondylolisthesis,M43,,Occipito-atlanto-axial region
M4312,category,Spondylolisthesis,M43,,Cervical region
M4313,category,Spondylolisthesis,M43,,Cervicothoracic region
M4314,category,Spondylolisthesis,M43,,Thoracic region
M4315,category,Spondylolisthesis,M43,,Thoracolumbar region
M4316,category,Spondylolisthesis,M43,,Lumbar region
M4317,category,Spondylolisthesis,M43,,Lumbosacral region
M4318,category,Spondylolisthesis,M43,,Sacral and sacrococcygeal region
M4319,category,Spondylolisthesis,M43,,Site unspecified
M4320,category,Other fusion of spine,M43,,Multiple sites in spine
M4321,category,Other fusion of spine,M43,,Occipito-atlanto-axial region
M4322,category,Other fusion of spine,M43,,Cervical region
M4323,category,Other fusion of spine,M43,,Cervicothoracic region
M4324,category,Other fusion of spine,M43,,Thoracic region
M4325,category,Other fusion of spine,M43,,Thoracolumbar region
M4326,category,Other fusion of spine,M43,,Lumbar region
M4327,category,Other fusion of spine,M43,,Lumbosacral region
M4328,category,Other fusion of spine,M43,,Sacral and sacrococcygeal region
M4329,category,Other fusion of spine,M43,,Site unspecified
M4330,category,Recurrent atlantoaxial subluxation with myelopathy,M43,,Multiple sites in spine
M4331,category,Recurrent atlantoaxial subluxation with myelopathy,M43,,Occipito-atlanto-axial region
M4332,category,Recurrent atlantoaxial subluxation with myelopathy,M43,,Cervical region
M4333,category,Recurrent atlantoaxial subluxation with myelopathy,M43,,Cervicothoracic region
M4334,category,Recurrent atlantoaxial subluxation with myelopathy,M43,,Thoracic region
M4335,category,Recurrent atlantoaxial subluxation with myelopathy,M43,,Thoracolumbar region
M4336,category,Recurrent atlantoaxial subluxation with myelopathy,M43,,Lumbar region
M4337,category,Recurrent atlantoaxial subluxation with myelopathy,M43,,Lumbosacral region
M4338,category,Recurrent atlantoaxial subluxation with myelopathy,M43,,Sacral and sacrococcygeal region
M4339,category,Recurrent atlantoaxial subluxation with myelopathy,M43,,Site unspecified
M4340,category,Other recurrent atlantoaxial subluxation,M43,,Multiple sites in spine
M4341,category,Other recurrent atlantoaxial subluxation,M43,,Occipito-atlanto-axial region
M4342,category,Other recurrent atlantoaxial subluxation,M43,,Cervical region
M4343,category,Other recurrent atlantoaxial subluxation,M43,,Cervicothoracic region
M4344,category,Other recurrent atlantoaxial subluxation,M43,,Thoracic region
M4345,category,Other recurrent atlantoaxial subluxation,M43,,Thoracolumbar region
M4346,category,Other recurrent atlantoaxial subluxation,M43,,Lumbar region
M4347,category,Other recurrent atlantoaxial subluxation,M43,,Lumbosacral region
M4348,category,Other recurrent atlantoaxial subluxation,M43,,Sacral and sacrococcygeal region
M4349,category,Other recurrent atlantoaxial subluxation,M43,,Site unspecified
M4350,category,Other recurrent vertebral subluxation,M43,,Multiple sites in spine
M4351,category,Other recurrent vertebral subluxation,M43,,Occipito-atlanto-axial region
M4352,category,Other recurrent vertebral subluxation,M43,,Cervical region
M4353,category,Other recurrent vertebral subluxation,M43,,Cervicothoracic region
M4354,category,Other recurrent vertebral subluxation,M43,,Thoracic region
M4355,category,Other recurrent vertebral subluxation,M43,,Thoracolumbar region
M4356,category,Other recurrent vertebral subluxation,M43,,Lumbar region
M4357,category,Other recurrent vertebral subluxation,M43,,Lumbosacral region
M4358,category,Other recurrent vertebral subluxation,M43,,Sacral and sacrococcygeal region
M4359,category,Other recurrent vertebral subluxation,M43,,Site unspecified
M4360,category,Torticollis,M43,,Multiple sites in spine
M4361,category,Torticollis,M43,,Occipito-atlanto-axial region
M4362,category,Torticollis,M43,,Cervical region
M4363,category,Torticollis,M43,,Cervicothoracic region
M4364,category,Torticollis,M43,,Thoracic region
M4365,category,Torticollis,M43,,Thoracolumbar region
M4366,category,Torticollis,M43,,Lumbar region
M4367,category,Torticollis,M43,,Lumbosacral region
M4368,category,Torticollis,M43,,Sacral and sacrococcygeal region
M4369,category,Torticollis,M43,,Site unspecified
M4380,category,Other specified deforming dorsopathies,M43,,Multiple sites in spine
M4381,category,Other specified deforming dorsopathies,M43,,Occipito-atlanto-axial region
M4382,category,Other specified deforming dorsopathies,M43,,Cervical region
M4383,category,Other specified deforming dorsopathies,M43,,Cervicothoracic region
M4384,category,Other specified deforming dorsopathies,M43,,Thoracic region
M4385,category,Other specified deforming dorsopathies,M43,,Thoracolumbar region
M4386,category,Other specified deforming dorsopathies,M43,,Lumbar region
M4387,category,Other specified deforming dorsopathies,M43,,Lumbosacral region
M4388,category,Other specified deforming dorsopathies,M43,,Sacral and sacrococcygeal region
M4389,category,Other specified deforming dorsopathies,M43,,Site unspecified
M4390,category,"Deforming dorsopathy, unspecified",M43,,Multiple sites in spine
M4391,category,"Deforming dorsopathy, unspecified",M43,,Occipito-atlanto-axial region
M4392,category,"Deforming dorsopathy, unspecified",M43,,Cervical region
M4393,category,"Deforming dorsopathy, unspecified",M43,,Cervicothoracic region
M4394,category,"Deforming dorsopathy, unspecified",M43,,Thoracic region
M4395,category,"Deforming dorsopathy, unspecified",M43,,Thoracolumbar region
M4396,category,"Deforming dorsopathy, unspecified",M43,,Lumbar region
M4397,category,"Deforming dorsopathy, unspecified",M43,,Lumbosacral region
M4398,category,"Deforming dorsopathy, unspecified",M43,,Sacral and sacrococcygeal region
M4399,category,"Deforming dorsopathy, unspecified",M43,,Site unspecified
M45X0,category,Ankylosing spondylitis,M45-M49,,Multiple sites in spine
M45X1,category,Ankylosing spondylitis,M45-M49,,Occipito-atlanto-axial region
M45X2,category,Ankylosing spondylitis,M45-M49,,Cervical region
M45X3,category,Ankylosing spondylitis,M45-M49,,Cervicothoracic region
M45X4,category,Ankylosing spondylitis,M45-M49,,Thoracic region
M45X5,category,Ankylosing spondylitis,M45-M49,,Thoracolumbar region
M45X6,category,Ankylosing spondylitis,M45-M49,,Lumbar region
M45X7,category,Ankylosing spondylitis,M45-M49,,Lumbosacral region
M45X8,category,Ankylosing spondylitis,M45-M49,,Sacral and sacrococcygeal region
M45X9,category,Ankylosing spondylitis,M45-M49,,Site unspecified
M4600,category,Spinal enthesopathy,M46,,Multiple sites in spine
M4601,category,Spinal enthesopathy,M46,,Occipito-atlanto-axial region
M4602,category,Spinal enthesopathy,M46,,Cervical region
M4603,category,Spinal enthesopathy,M46,,Cervicothoracic region
M4604,category,Spinal enthesopathy,M46,,Thoracic region
M4605,category,Spinal enthesopathy,M46,,Thoracolumbar region
M4606,category,Spinal enthesopathy,M46,,Lumbar region
M4607,category,Spinal enthesopathy,M46,,Lumbosacral region
M4608,category,Spinal enthesopathy,M46,,Sacral and sacrococcygeal region
M4609,category,Spinal enthesopathy,M46,,Site unspecified
M4610,category,"Sacroiliitis, not elsewhere classified",M46,,Multiple sites in spine
M4611,category,"Sacroiliitis, not elsewhere classified",M46,,Occipito-atlanto-axial region
M4612,category,"Sacroiliitis, not elsewhere classified",M46,,Cervical region
M4613,category,"Sacroiliitis, not elsewhere classified",M46,,Cervicothoracic region
M4614,category,"Sacroiliitis, not elsewhere classified",M46,,Thoracic region
M4615,category,"Sacroiliitis, not elsewhere classified",M46,,Thoracolumbar region
M4616,category,"Sacroiliitis, not elsewhere classified",M46,,Lumbar region
M4617,category,"Sacroiliitis, not elsewhere classified",M46,,Lumbosacral region
M4618,category,"Sacroiliitis, not elsewhere classified",M46,,Sacral and sacrococcygeal region
M4619,category,"Sacroiliitis, not elsewhere classified",M46,,Site unspecified
M4620,category,Osteomyelitis of vertebra,M46,,Multiple sites in spine
M4621,category,Osteomyelitis of vertebra,M46,,Occipito-atlanto-axial region
M4622,category,Osteomyelitis of vertebra,M46,,Cervical region
M4623,category,Osteomyelitis of vertebra,M46,,Cervicothoracic region
M4624,category,Osteomyelitis of vertebra,M46,,Thoracic region
M4625,category,Osteomyelitis of vertebra,M46,,Thoracolumbar region
